2, 1, 0.76157
3, 1, 0.36041
3, 4, 0.16672
5, 4, 0.02200
6, 2, 0.18511
7, 2, 0.16611
8, 6, 0.13039
7, 9, 0.56904
3, 10, 0.13911
8, 11, 0.16977
12, 10, 0.18773
7, 13, 0.04431
14, 2, 0.05625
8, 15, 0.03948
16, 13, 0.41029
17, 11, 0.03668
8, 18, 0.05561
14, 19, 0.06002
16, 20, 0.38318
20, 21, 0.41128
12, 22, 0.00917
6, 23, 0.09523
20, 24, 0.22806
25, 21, 0.14820
16, 26, 0.19261
16, 27, 0.08746
28, 25, 0.05798
29, 15, 0.04703
30, 25, 0.06427
31, 23, 0.02791
16, 32, 0.19984
33, 6, 0.01771
34, 21, 0.06297
35, 32, 0.09319
36, 34, 0.04630
26, 37, 0.09746
22, 38, 0.05259
5, 39, 0.09525
40, 10, 0.06339
16, 41, 0.06553
42, 29, 0.01062
6, 43, 0.08951
44, 9, 0.22399
45, 44, 0.08386
43, 46, 0.04141
7, 47, 0.05877
20, 48, 0.07497
49, 44, 0.08146
50, 27, 0.23692
51, 11, 0.09712
52, 23, 0.08845
26, 53, 0.04834
54, 3, 0.04275
55, 21, 0.05501
56, 41, 0.07577
57, 2, 0.06213
12, 58, 0.06141
59, 55, 0.03995
52, 60, 0.05547
20, 61, 0.14143
39, 62, 0.01770
20, 63, 0.11096
64, 11, 0.04490
65, 4, 0.06024
35, 66, 0.05633
43, 67, 0.02243
68, 19, 0.03834
69, 44, 0.07393
70, 53, 0.00995
71, 34, 0.01870
72, 10, 0.06773
73, 33, 0.00584
6, 74, 0.04255
75, 39, 0.00560
76, 57, 0.02444
77, 38, 0.08400
78, 21, 0.01035
79, 74, 0.03341
80, 4, 0.07266
7, 81, 0.08593
82, 76, 0.04084
83, 76, 0.00994
54, 84, 0.01587
18, 85, 0.04262
56, 86, 0.15918
87, 80, 0.07228
88, 82, 0.04585
58, 89, 0.02232
90, 84, 0.04474
91, 30, 0.05173
87, 92, 0.04917
93, 57, 0.05749
94, 24, 0.14247
94, 95, 0.06375
96, 72, 0.17962
97, 15, 0.02228
98, 29, 0.05173
99, 65, 0.02594
100, 48, 0.02063
58, 101, 0.01513
94, 102, 0.04651
103, 99, 0.02794
104, 34, 0.05620
105, 19, 0.02666
106, 23, 0.02934
85, 107, 0.02437
79, 108, 0.01107
16, 109, 0.02122
110, 92, 0.10399
111, 95, 0.03169
112, 63, 0.07222
110, 113, 0.08448
52, 114, 0.02317
115, 40, 0.03745
116, 59, 0.01884
117, 79, 0.01494
73, 118, 0.02016
