0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000232,-0.000259,0.000027,-0.000000,-0.000000
-0.000000,0.000695,-0.000776,0.000081,-0.000000,0.000000
-0.000000,0.001389,-0.001552,0.000163,-0.000000,0.000000
-0.000000,0.002315,-0.002586,0.000271,-0.000000,0.000000
-0.000000,0.003473,-0.003879,0.000407,-0.000000,0.000000
-0.000001,0.004862,-0.005431,0.000569,-0.000001,0.000000
-0.000001,0.006482,-0.007242,0.000759,-0.000001,0.000000
-0.000002,0.008334,-0.009311,0.000975,-0.000002,0.000001
-0.000004,0.010418,-0.011638,0.001219,-0.000004,0.000001
-0.000006,0.012733,-0.014224,0.001489,-0.000006,0.000002
-0.000009,0.015279,-0.017068,0.001786,-0.000009,0.000003
-0.000013,0.018057,-0.020171,0.002109,-0.000013,0.000004
-0.000018,0.021066,-0.023531,0.002459,-0.000018,0.000006
-0.000024,0.024307,-0.027150,0.002835,-0.000024,0.000008
-0.000032,0.027779,-0.031026,0.003237,-0.000032,0.000011
-0.000042,0.031481,-0.035159,0.003664,-0.000042,0.000014
-0.000053,0.035415,-0.039549,0.004117,-0.000053,0.000018
-0.000067,0.039580,-0.044196,0.004594,-0.000067,0.000022
-0.000083,0.043975,-0.049098,0.005095,-0.000083,0.000028
-0.000103,0.048600,-0.054255,0.005621,-0.000103,0.000034
-0.000125,0.053456,-0.059667,0.006169,-0.000125,0.000042
-0.000151,0.058541,-0.065331,0.006739,-0.000151,0.000051
-0.000180,0.063856,-0.071248,0.007331,-0.000180,0.000060
-0.000214,0.069400,-0.077415,0.007943,-0.000214,0.000072
-0.000252,0.075173,-0.083832,0.008574,-0.000252,0.000084
-0.000296,0.081174,-0.090496,0.009224,-0.000296,0.000099
-0.000344,0.087402,-0.097406,0.009889,-0.000344,0.000115
-0.000398,0.093857,-0.104560,0.010570,-0.000398,0.000133
-0.000458,0.100538,-0.111955,0.011263,-0.000458,0.000153
-0.000525,0.107445,-0.119589,0.011968,-0.000525,0.000176
-0.000599,0.114576,-0.127459,0.012682,-0.000599,0.000200
-0.000681,0.121931,-0.135562,0.013403,-0.000681,0.000227
-0.000770,0.129508,-0.143894,0.014129,-0.000770,0.000257
-0.000868,0.137307,-0.152452,0.014855,-0.000868,0.000289
-0.000975,0.145326,-0.161232,0.015581,-0.000975,0.000325
-0.001092,0.153563,-0.170229,0.016302,-0.001092,0.000363
-0.001218,0.162018,-0.179438,0.017015,-0.001218,0.000405
-0.001355,0.170688,-0.188855,0.017716,-0.001355,0.000450
-0.001504,0.179573,-0.198474,0.018402,-0.001504,0.000499
-0.001664,0.188670,-0.208290,0.019068,-0.001664,0.000552
-0.001836,0.197977,-0.218296,0.019711,-0.001836,0.000608
-0.002022,0.207493,-0.228485,0.020324,-0.002022,0.000669
-0.002221,0.217215,-0.238851,0.020903,-0.002221,0.000733
-0.002434,0.227141,-0.249387,0.021444,-0.002434,0.000802
-0.002661,0.237268,-0.260085,0.021940,-0.002661,0.000876
-0.002905,0.247596,-0.270936,0.022386,-0.002905,0.000955
-0.003164,0.258119,-0.281933,0.022775,-0.003164,0.001038
-0.003440,0.268837,-0.293066,0.023103,-0.003440,0.001126
-0.003733,0.279746,-0.304327,0.023361,-0.003733,0.001220
-0.004044,0.290843,-0.315706,0.023543,-0.004044,0.001319
-0.004374,0.302126,-0.327193,0.023643,-0.004374,0.001424
-0.004724,0.313591,-0.338778,0.023653,-0.004724,0.001534
-0.005093,0.325236,-0.350451,0.023566,-0.005093,0.001650
-0.005483,0.337056,-0.362201,0.023374,-0.005483,0.001771
-0.005895,0.349049,-0.374017,0.023069,-0.005895,0.001899
-0.006329,0.361211,-0.385887,0.022643,-0.006329,0.002034
-0.006786,0.373538,-0.397801,0.022089,-0.006786,0.002174
-0.007267,0.386028,-0.409746,0.021397,-0.007267,0.002321
-0.007772,0.398677,-0.421711,0.020560,-0.007772,0.002474
-0.008303,0.411480,-0.433683,0.019569,-0.008303,0.002634
-0.008859,0.424435,-0.445651,0.018415,-0.008859,0.002801
-0.009442,0.437537,-0.457601,0.017089,-0.009442,0.002975
-0.010053,0.450783,-0.469522,0.015583,-0.010053,0.003156
-0.010692,0.464168,-0.481400,0.013888,-0.010692,0.003344
-0.011361,0.477690,-0.493223,0.011994,-0.011361,0.003539
-0.012059,0.491343,-0.504978,0.009894,-0.012059,0.003741
-0.012788,0.505125,-0.516653,0.007577,-0.012788,0.003951
-0.013549,0.519031,-0.528233,0.005035,-0.013549,0.004168
-0.014343,0.533057,-0.539707,0.002258,-0.014343,0.004392
-0.015170,0.547199,-0.551062,-0.000762,-0.015170,0.004624
-0.016032,0.561452,-0.562283,-0.004034,-0.016032,0.004864
-0.016930,0.575814,-0.573359,-0.007567,-0.016930,0.005112
-0.017863,0.590280,-0.584277,-0.011370,-0.017863,0.005367
-0.018834,0.604845,-0.595023,-0.015453,-0.018834,0.005630
-0.019844,0.619505,-0.605585,-0.019823,-0.019844,0.005901
-0.020893,0.634257,-0.615949,-0.024489,-0.020892,0.006180
-0.021982,0.649095,-0.626103,-0.029461,-0.021982,0.006467
-0.023113,0.664016,-0.636035,-0.034746,-0.023113,0.006763
-0.024286,0.679014,-0.645730,-0.040352,-0.024286,0.007067
-0.025504,0.694087,-0.655178,-0.046290,-0.025504,0.007378
-0.026766,0.709228,-0.664364,-0.052565,-0.026766,0.007699
-0.028075,0.724434,-0.673277,-0.059187,-0.028075,0.008028
-0.029431,0.739700,-0.681904,-0.066164,-0.029431,0.008365
-0.030836,0.755021,-0.690233,-0.073503,-0.030836,0.008711
-0.032291,0.770392,-0.698251,-0.081211,-0.032291,0.009066
-0.033797,0.785808,-0.705946,-0.089297,-0.033797,0.009430
-0.035357,0.801265,-0.713305,-0.097768,-0.035356,0.009803
-0.036970,0.816756,-0.720317,-0.106630,-0.036970,0.010185
-0.038639,0.832278,-0.726969,-0.115892,-0.038639,0.010576
-0.040366,0.847824,-0.733250,-0.125559,-0.040365,0.010976
-0.042151,0.863390,-0.739147,-0.135638,-0.042150,0.011386
-0.043996,0.878969,-0.744648,-0.146137,-0.043996,0.011806
-0.045904,0.894556,-0.749742,-0.157060,-0.045903,0.012235
-0.047876,0.910145,-0.754417,-0.168415,-0.047875,0.012674
-0.049913,0.925730,-0.758661,-0.180207,-0.049912,0.013123
-0.052018,0.941306,-0.762462,-0.192443,-0.052017,0.013583
-0.054192,0.956864,-0.765810,-0.205126,-0.054191,0.014052
-0.056438,0.972401,-0.768692,-0.218263,-0.056437,0.014533
-0.058757,0.987908,-0.771097,-0.231859,-0.058756,0.015024
-0.061152,1.003379,-0.773014,-0.245918,-0.061150,0.015526
-0.063625,1.018808,-0.774432,-0.260446,-0.063623,0.016039
-0.066178,1.034188,-0.775339,-0.275446,-0.066175,0.016564
-0.068813,1.049511,-0.775725,-0.290923,-0.068811,0.017100
-0.071534,1.064770,-0.775579,-0.306881,-0.071531,0.017647
-0.074342,1.079958,-0.774889,-0.323323,-0.074339,0.018207
-0.077241,1.095068,-0.773647,-0.340253,-0.077238,0.018779
-0.080234,1.110092,-0.771840,-0.357674,-0.080230,0.019364
-0.083323,1.125023,-0.769459,-0.375589,-0.083319,0.019961
-0.086511,1.139853,-0.766493,-0.394001,-0.086507,0.020571
-0.089803,1.154573,-0.762934,-0.412913,-0.089798,0.021193
-0.093202,1.169178,-0.758770,-0.432326,-0.093196,0.021830
-0.096710,1.183657,-0.753992,-0.452242,-0.096704,0.022479
-0.100333,1.198005,-0.748592,-0.472664,-0.100327,0.023143
-0.104075,1.212213,-0.742560,-0.493593,-0.104068,0.023820
-0.107940,1.226273,-0.735888,-0.515029,-0.107932,0.024511
-0.111932,1.240177,-0.728567,-0.536975,-0.111923,0.025217
-0.116057,1.253918,-0.720589,-0.559430,-0.116048,0.025937
-0.120321,1.267489,-0.711946,-0.582394,-0.120310,0.026671
-0.124728,1.280882,-0.702633,-0.605869,-0.124716,0.027420
-0.129286,1.294090,-0.692641,-0.629853,-0.129273,0.028184
-0.134000,1.307106,-0.681966,-0.654346,-0.133986,0.028962
-0.138878,1.319924,-0.670601,-0.679347,-0.138862,0.029755
-0.143927,1.332538,-0.658543,-0.704855,-0.143910,0.030563
-0.149156,1.344941,-0.645788,-0.730867,-0.149137,0.031385
-0.154572,1.357129,-0.632333,-0.757381,-0.154552,0.032222
-0.160186,1.369096,-0.618176,-0.784394,-0.160164,0.033074
-0.166007,1.380839,-0.603317,-0.811903,-0.165983,0.033939
-0.172046,1.392354,-0.587756,-0.839903,-0.172019,0.034818
-0.178314,1.403639,-0.571496,-0.868390,-0.178284,0.035710
-0.184824,1.414691,-0.554541,-0.897357,-0.184791,0.036615
-0.191587,1.425510,-0.536896,-0.926798,-0.191551,0.037532
-0.198617,1.436096,-0.518570,-0.956706,-0.198578,0.038460
-0.205929,1.446450,-0.499572,-0.987071,-0.205886,0.039399
-0.213537,1.456575,-0.479914,-1.017884,-0.213490,0.040348
-0.221457,1.466474,-0.459611,-1.049132,-0.221404,0.041304
-0.229703,1.476153,-0.438681,-1.080804,-0.229645,0.042268
-0.238290,1.485618,-0.417144,-1.112885,-0.238227,0.043237
-0.247235,1.494876,-0.395022,-1.145359,-0.247165,0.044210
-0.256549,1.503937,-0.372341,-1.178208,-0.256473,0.045186
-0.266245,1.512810,-0.349129,-1.211415,-0.266162,0.046161
-0.276333,1.521507,-0.325417,-1.244959,-0.276241,0.047134
-0.286818,1.530039,-0.301236,-1.278819,-0.286718,0.048103
-0.297702,1.538419,-0.276619,-1.312973,-0.297591,0.049066
-0.308978,1.546659,-0.251600,-1.347398,-0.308856,0.050019
-0.320633,1.554770,-0.226212,-1.382072,-0.320500,0.050961
-0.332646,1.562762,-0.200485,-1.416973,-0.332501,0.051889
-0.344984,1.570644,-0.174448,-1.452081,-0.344825,0.052801
-0.357603,1.578423,-0.148126,-1.487376,-0.357430,0.053695
-0.370448,1.586104,-0.121540,-1.522839,-0.370260,0.054570
-0.383455,1.593689,-0.094708,-1.558456,-0.383250,0.055425
-0.396549,1.601179,-0.067644,-1.594210,-0.396327,0.056259
-0.409651,1.608574,-0.040361,-1.630089,-0.409411,0.057071
-0.422679,1.615875,-0.012873,-1.666078,-0.422421,0.057863
-0.435552,1.623081,0.014805,-1.702161,-0.435274,0.058635
-0.448195,1.630198,0.042654,-1.738321,-0.447898,0.059388
-0.460541,1.637230,0.070647,-1.774537,-0.460225,0.060122
-0.472536,1.644190,0.098751,-1.810785,-0.472201,0.060840
-0.484137,1.651089,0.126925,-1.847035,-0.483782,0.061542
-0.495314,1.657948,0.155120,-1.883258,-0.494939,0.062228
-0.506048,1.664787,0.183281,-1.919417,-0.505655,0.062901
-0.516334,1.671630,0.211350,-1.955475,-0.515921,0.063559
-0.526171,1.678503,0.239264,-1.991395,-0.525740,0.064204
-0.535570,1.685432,0.266958,-2.027139,-0.535121,0.064834
-0.544545,1.692444,0.294371,-2.062667,-0.544077,0.065451
-0.553112,1.699565,0.321441,-2.097945,-0.552627,0.066054
-0.561292,1.706818,0.348110,-2.132937,-0.560790,0.066642
-0.569105,1.714227,0.374326,-2.167611,-0.568587,0.067216
-0.576574,1.721812,0.400039,-2.201940,-0.576040,0.067774
-0.583719,1.729591,0.425205,-2.235895,-0.583169,0.068317
-0.590561,1.737580,0.449786,-2.269454,-0.589995,0.068845
-0.597119,1.745792,0.473748,-2.302597,-0.596537,0.069357
-0.603410,1.754239,0.497063,-2.335305,-0.602814,0.069853
-0.609452,1.762930,0.519706,-2.367562,-0.608842,0.070333
-0.615261,1.771871,0.541657,-2.399356,-0.614637,0.070797
-0.620851,1.781067,0.562901,-2.430676,-0.620213,0.071246
-0.626235,1.790521,0.583424,-2.461511,-0.625583,0.071678
